Name,Tag Color,EULA,Use Default EULA,Require Acceptance,Alert on Response,Category Type,Send Checkin Email,Notes
Flours & Meals,,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",false,false,false,component,true,Operative
Bedding & Linens,#3704f4,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",false,false,true,consumable,false,archive
Outdoor Play Toys,#c0dbe0,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,false,true,true,consumable,true,encompassing
Home Organization,#0bc801,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",false,true,false,license,true,user-facing
Protein Snacks,#fd4ab5,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,false,true,false,license,false,matrices
Bedding & Linens,#4ca874,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",false,true,true,accessory,false,demand-driven
Poultry,#15bc4d,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",true,true,false,component,false,dynamic
Outdoor Accessories,#773952,,true,true,true,accessory,true,Business-focused
Knitwear,#b573f2,,false,false,true,license,true,moratorium
Hand Tools,#347132,,false,false,false,component,true,Virtual
Casual Footwear,#3f0e0d,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",false,false,false,consumable,true,mobile
Bottoms,#ac196c,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",false,false,false,asset,false,executive
Home Appliances,#475ced,,true,false,true,license,false,system engine
Coffee,#69f84f,,false,true,true,component,true,productivity
Kitchen Accessories,#691c79,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",true,true,true,accessory,true,Profound
Yogurt,#081d9f,,false,true,true,consumable,true,database
Processed Meats,#ebd643,,false,false,true,accessory,true,matrices
Outdoor Accessories,#785a96,,true,false,true,license,false,hierarchy
Bottoms,#90035a,,false,true,false,consumable,false,background
Fitness Monitors,#48e819,,true,true,true,accessory,true,Organic
Prepared Seafood,#eb53b5,,true,false,false,accessory,true,tangible
Fruits,#0c3635,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",true,true,false,accessory,true,customer loyalty
Specialty Pasta,#e8bbb1,,false,false,true,license,false,bi-directional
Cookware Accessories,#02ec3b,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",false,false,true,consumable,false,array
Cat Furniture,#264849,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,false,true,true,consumable,false,Virtual
Houseplants,#ca2524,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",true,true,true,component,false,interface
Safety & Protection,#5cf9dd,,true,false,true,component,true,hardware
Robotic Cleaners,#f628cc,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",false,false,true,asset,false,instruction set
Soups & Broths,#e1e92b,,true,false,true,license,false,user-facing
Floor Care Appliances,#dba01e,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",false,false,true,asset,true,fault-tolerant
Frozen Vegetables,#dfc19f,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",true,true,true,license,false,Vision-oriented
Digital Cameras,#7f6229,,false,false,false,accessory,true,asynchronous
Dips & Spreads,#272b9e,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",false,false,true,license,false,Universal
Pet Safety Gear,#ac6b5a,Fusce consequat. Nulla nisl. Nunc nisl.,false,true,false,component,false,Visionary
Protein Supplements,#9be82a,,true,false,true,asset,true,eco-centric
Vegetarian Meals,#687a8d,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",true,true,false,component,false,systemic
Gourmet Ice Cream,#79380b,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",true,true,true,component,false,5th generation
Decorative Wall Art & Accessories,#4ec32a,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true,true,true,consumable,false,responsive
Instant Soups,#42c973,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false,false,true,accessory,false,circuit
Camping Equipment,#5e450c,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",false,false,true,consumable,true,Ergonomic
Fruits,#396864,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",false,true,true,license,true,analyzer
Home Organization,#45ddb6,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",false,false,false,asset,true,Assimilated
Camping Equipment,#06f26a,,true,true,true,consumable,false,artificial intelligence
Workbenches,#864b13,,true,false,true,accessory,false,middleware
Baking Ingredients,#d74a27,,false,false,false,license,true,zero defect
Food Storage Solutions,#d6e1eb,,false,true,true,component,false,artificial intelligence
Dress Shirts,#f8755b,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",false,true,false,component,true,Upgradable
Lighting,#1f1001,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,true,true,false,license,false,Networked
Breads,,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",true,false,true,consumable,true,mission-critical
Cat Furniture,#071d83,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,false,false,false,consumable,true,Enterprise-wide
Camera Accessories,#f8b99e,,true,true,true,component,false,access
Cheese,#06ae6a,,true,false,true,consumable,true,Object-based
Canned Soups,#86f5db,,true,true,true,license,true,knowledge base
Nut-Based Snacks,,,true,true,true,consumable,true,Cross-platform
Cameras & Photography,#88d936,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,false,false,false,license,false,asymmetric
Garden Tools,#f848ac,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",true,false,false,asset,true,array
Personal Protective Equipment (PPE) & Disaster Preparedness,#b56c76,,true,true,false,asset,false,Focused
Spicy Sauces,#badced,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,false,true,false,license,false,object-oriented
Decorative Wall Art & Accessories,#249285,,true,true,true,license,true,framework
Savory Snacks,#3556d4,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",false,false,true,license,true,cohesive
Outdoor Recreation,#446e53,,false,true,false,asset,true,Devolved
Pet Supplies,#9c73c6,,false,true,false,consumable,true,intranet
Specialty Pasta,#d4f731,,true,false,false,accessory,false,complexity
Nut-Based Snacks,#d86665,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",false,false,false,accessory,true,Mandatory
Canned Fruits,#76e504,,false,false,true,asset,false,Ameliorated
Dairy Alternatives,#fbd07a,In congue. Etiam justo. Etiam pretium iaculis justo.,false,true,false,component,false,Cloned
Bikes & Cycling Equipment,#4c134a,,true,false,false,accessory,false,Devolved
Knitwear,#bf3b36,,false,false,false,component,true,homogeneous
Sauces,#7bc881,,true,true,true,consumable,false,bandwidth-monitored
Office Accessories,#dbf86c,,true,true,true,license,true,ability
Juice,#82e08a,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",true,false,true,consumable,false,challenge
Rice,#3881a1,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,true,false,true,license,true,methodology
Camping Equipment,#c9761c,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,false,true,true,consumable,false,fresh-thinking
Outdoor Accessories,,,false,false,true,asset,false,Optional
Healthy Breakfast Options,#5d922c,,false,false,true,consumable,true,maximized
Seasoning Blends,#c70a96,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",false,false,false,license,true,clear-thinking
Inflation Equipment,,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,false,false,true,accessory,true,Versatile
Rice Dishes,#0983ca,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,true,true,false,asset,false,5th generation
Houseplants,#598011,,false,false,true,accessory,false,bifurcated
Frozen Asian Meals,,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",true,true,false,consumable,true,capability
