Name,Category,Location,Supplier,Company,Quantity,Minimum Quantity,Model Number,Item Number,Notes,Manufacturer,Purchase Date,Purchase Cost,Order Number
Handheld Garment Steamer,Home,,Mynte,,42,59,377242727-8,079304693-9,Quick and easy way to remove wrinkles from clothes.,Wikizz,2025-08-05,87.31,104900323
Fresh Basil Pesto,Food - Sauces,Szydłowo,Rhyzio,,58,46,947664343-9,227755646-7,"A fresh, flavorful basil pesto for pasta and more",Realcube,2025-10-25,23.05,
Solar Power Bank,Electronics,Vecumnieki,Oyondu,,17,73,623992424-5,470768696-6,Eco-friendly power bank that charges via sunlight.,Meejo,2025-03-03,,071000343
Running Shorts,Clothing - Activewear,,,Jabbercube,57,16,383916367-6,118194602-6,Lightweight and breathable running shorts for your workouts.,Zooxo,2025-11-27,87.74,055001384
Vegetable Stir Fry Mix,Food - Fresh Produce,Yuwang,Browseblab,Youtags,78,26,387188156-2,055796947-6,A mix of fresh vegetables for quick stir-fries.,Twimbo,2025-12-26,75.48,043309632
Coconut Milk Yogurt,Food - Dairy Alternatives,Gorbatovka,Realpoint,Yata,93,59,223306362-7,059494661-1,,Wikizz,,67.33,121142850
Vegetarian Pizza,Food - Frozen Foods,Kenscoff,Quimba,Avamba,28,77,307500782-X,,Frozen pizza loaded with vegetables and cheese.,Livetube,2025-12-23,3.13,074900657
Hiking Boots,Footwear,Cuntan,,Thoughtstorm,33,10,,469679716-3,Comfortable hiking boots for outdoor adventures.,Zoombox,2025-02-13,96.43,071002707
Chili Con Carne Mix,Food - Spices & Seasonings,Cuenca,Thoughtworks,Wordware,99,11,429629217-X,164806956-8,A spice blend for making flavorful chili con carne.,Oyope,2025-05-17,27.4,
Organic Spinach,Food - Produce,Ervedosa do Douro,Bluezoom,Photobug,62,71,604634556-1,010175291-1,"Fresh organic spinach, great for salads or cooking.",Fivechat,2025-12-22,63.35,064208194
Peanut Butter Protein Balls,Food - Snacks,Zaporizhzhya,Topicware,Youbridge,27,47,644736151-7,703668304-X,No-bake energy bites made with peanut butter and oats.,Bubbletube,2025-05-10,8.44,067009280
Sriracha Sauce,Food - Condiments,Kitāf,Twiyo,Jaxnation,40,10,805965303-2,528027204-3,Spicy chili sauce for an extra kick in your meals.,,2025-07-13,5.74,084104621
Chickpea Pancakes,Food - Frozen,Medveđa,Latz,Zoombeat,31,91,031724185-0,198566233-7,"Savory pancakes made with chickpea flour, high in protein.",Devcast,2025-07-20,68.86,107004381
Lentil Soup,Food - Canned Goods,,Voonyx,Jabberstorm,96,65,320074210-0,167643658-8,"Flavorful lentil soup, perfect for a quick meal.",Reallinks,2025-01-04,6.94,113110816
Potting Soil,Garden,Karanganyar,Jaxspan,Meejo,96,16,512033281-1,,Premium potting soil for indoor plants.,,2025-03-16,,021101438
Eco-Friendly Cleaning Cloths,Home,Nishishinminato,Realpoint,,6,46,220418392-X,079653653-8,Reusable microfiber cloths for environmentally friendly cleaning.,Dynazzy,2025-05-16,20.68,081518605
Electric Food Slicer,Kitchen,Hongwansi,Zava,Divanoodle,44,33,851113751-3,072947648-0,"Versatile slicer for meats, cheeses, and vegetables.",,2025-10-25,64.21,123204013
Gardening Kneeler and Seat,Garden,,Gabtype,Zazio,6,81,887470414-3,047351303-X,Foldable kneeler that doubles as a seat for gardening convenience.,Zoombeat,2025-04-20,79.67,082008923
Veggie Chips Variety Pack,Food - Snacks,,Meedoo,Dabjam,78,27,937703041-2,680372260-0,A colorful variety of crunchy veggie chips for snacking.,,2025-07-29,60.26,026004828
Maple Pecan Pancake Mix,Food - Breakfast,Kavýli,Divavu,Katz,55,31,103401191-X,734988130-4,"A fluffy pancake mix infused with maple and pecans, perfect for a hearty breakfast.",Devpulse,2026-01-04,89.56,072400353
Lentil Soup (canned),Food - Canned Goods,Būrewāla,Thoughtblab,Cogibox,91,46,739799936-0,,Hearty lentil soup for a quick meal.,Ainyx,2025-09-25,96.77,091901202
Travel Jewelry Case,Accessories,Fontana,Gabtype,Babbleopia,37,79,836009156-0,857588181-7,Portable case to organize and protect jewelry on trips.,Camimbo,2025-12-03,76.26,121000374
Mini Pretzels,Food - Snacks,Chiguirip,Dabtype,Yacero,52,36,171636577-5,,"Crispy mini pretzels, a great snack any time of day.",,2025-04-12,46.8,123206545
Strawberry Rhubarb Jam,Food - Condiments,Ukrainka,Tagopia,,58,84,019558808-8,,"A sweet and tart jam, perfect on toast or in desserts.",,2025-05-15,34.06,271172754
LED Under Cabinet Lighting,Home,Maisí,Bluejam,Tazzy,24,61,,,Easy-to-install lights to brighten kitchen cabinets and workspaces.,Bubbletube,2025-12-20,,065201349
Over-Ear Headphones,Audio,Plyussa,Mybuzz,Topdrive,16,79,569600954-9,917805612-8,Comfortable over-ear headphones with deep bass.,Skyble,,,021101470
USB Wall Charger,Accessories,,Ozu,Quinu,86,19,287701207-7,166932718-3,Multiple USB ports for charging devices simultaneously.,Agivu,2025-06-26,59.83,071100719
Outdoor Sports Backpack,Outdoor,San Francisco de la Paz,Twitterbridge,Riffpath,26,42,565646147-5,143467091-0,Durable backpack designed for hiking and outdoor excursions.,Browsedrive,2025-07-29,64.91,074903353
Caramel Sauce,Food - Condiments,Goiatuba,Avamba,,1,98,577944259-2,751817055-8,Rich sauce for desserts and ice cream.,Realblab,2025-02-15,70.71,043318092
Beef Stroganoff Meal Kit,Food - Frozen Meals,Namwala,Dynava,Skaboo,37,78,674672119-1,097091621-3,Complete meal kit with everything needed to make beef stroganoff in under 30 minutes.,Voomm,,,226070128
Vegan Taco Seasoning,Food - Spices,,Yadel,,13,37,963381136-8,987392386-1,Spice blend for creating flavorful vegan taco filling.,Yoveo,2025-02-21,97.37,121142850
Smart Wi-Fi Light Bulbs,Smart Home,Kunvald,Riffwire,Livefish,48,34,296894123-2,672291531-X,Energy-efficient LED bulbs that can be controlled via smartphone.,Muxo,2025-07-01,24.6,122105647
Vegetable Stir-Fry Sauce,Food - Sauces,Masaran,Jaloo,Katz,89,69,725579781-4,792647484-3,,Oodoo,,7.07,061220353
Peanut Butter Granola,Food - Breakfast,Ash Shuhadā’,Camimbo,,58,50,234019206-4,637750724-0,Crunchy granola full of peanut butter flavor and oats.,Realbuzz,2025-03-23,21.22,271989222
Mini Hand Gesture Drone,Toys,Simuay,Realfire,Devify,96,47,,948659963-7,Toy drone that flies with gestures and is easy to control.,Youtags,,67.24,101901396
Garden Kneeler and Seat,Garden,Jorf,Photolist,Voonte,30,58,672701009-9,687309875-2,,Twitterlist,2025-11-19,2.89,111910607
Men's Waterproof Hiking Boots,Footwear,Monte Carmelo,Lazz,Voonte,27,36,521227866-X,,Durable boots designed for outdoor hiking and activities.,Skilith,2025-06-19,,
Canvas High-Top Sneakers,Clothing - Footwear,Mataquescuintla,Trilith,Yombu,40,53,548467453-0,549621347-9,Trendy high-top canvas sneakers for a stylish streetwear look.,Youopia,2025-01-20,93.46,125107642
Outdoor Folding Table,Outdoor,Gongnong,Divape,Voonix,95,86,,498125385-0,Lightweight and portable folding table for camping or picnics.,Realfire,2025-09-01,91.8,253185002
Organic Almond Flour,Food - Baking,Mizhou,,Browsezoom,94,56,297755856-X,237627485-0,Finely ground almonds for baking or cooking,Eazzy,2025-12-23,6.41,226072375
LED Christmas Tree Lights,Home,,Skinix,Tagfeed,89,58,442843970-9,798188356-3,String lights for decorating holiday trees.,Meezzy,2025-11-15,90.66,111908091
Coconut Chia Pudding,Food - Dairy,Koshigaya,Twitterwire,Photobean,99,7,312108089-X,384318984-6,,Topiczoom,2025-02-18,40.64,091802877
Folding Pocket Knife,Tools,Meikeng,Skipstorm,Dabjam,77,67,357018196-0,567818252-8,Compact knife with safety lock for everyday use.,,2026-02-02,27.45,
Greek Yogurt,Food - Dairy,Lexington,Zoomdog,Flashspan,18,60,780865865-0,837192379-1,Creamy Greek yogurt packed with protein and probiotics.,Dablist,2025-12-29,11.4,091911302
Adjustable Pet Feeder,Pets,Rio das Ostras,Katz,Oloo,96,65,067253865-2,420815685-6,Convenient feeder that adjusts to your pet's height.,Trupe,2025-12-02,46.66,111323032
Tailored Dress Pants,Clothing - Bottoms,Sodankylä,Meemm,Pixonyx,86,21,346915859-2,275665458-2,"Smart tailored dress pants, perfect for work or formal events.",,,8.13,084004284
Over-the-Door Shoe Organizer,Home,Staryy Krym,Skimia,Bubblebox,23,2,527720990-5,502430013-0,Space-saving solution to store shoes and keep them organized.,Yodel,2025-06-21,72.99,091215626
Organic Black Bean Burger,Food - Frozen Foods,Bato,Zoomdog,Layo,61,62,320055648-X,627356371-3,Delicious plant-based burger made with organic black beans and spices.,Demivee,2025-01-08,,
Digital Bullet Journal,Apps,San Pablo,Eare,Centimia,49,8,805056133-X,888255777-4,Stylish digital journaling app for notes and organizing tasks.,,2025-09-08,93.81,062103453
Stylish Wireless Earbuds,Audio,Saint-Jouan-des-Guérets,Twitterworks,,80,51,603255193-8,891746190-5,True wireless earbuds with excellent sound quality.,Tagpad,,20.79,114911580
Honey,Food - Condiments,El Calvario,Divavu,Jaxnation,74,61,458513495-6,605057280-1,"Pure and natural honey, great for sweetening.",Skyba,2025-09-01,39.07,
Safety Goggles,Safety,Obock,Jaxnation,Jayo,46,22,,203513848-5,,Vimbo,2025-08-02,44.56,
Athletic Compression Tights,Clothing - Activewear,Yeni Suraxanı,Innojam,Demizz,96,27,617985966-3,026847444-3,High-performance compression tights designed for optimal support and comfort.,Rhyzio,2026-01-19,62.12,053111674
Ceramic Non-Stick Frying Pan,Kitchen,Daingean,Dynabox,Meevee,59,68,903921226-0,187387574-6,Durable non-stick frying pan for easy cooking and cleaning.,,2025-10-27,10.04,061102138
Tactical Backpack,Outdoor,Masindi,Skaboo,Fiveclub,72,20,458891326-3,046775726-7,Durable and versatile backpack for outdoor and travel use.,Skynoodle,2025-10-05,90.75,104112409
Portable Dog Water Bottle,Pets,Xiaoshan,Rhynoodle,Babbleblab,1,92,900636025-2,524736455-4,Convenient water bottle for pets on the go.,Voonix,,44.41,111907021
Sriracha Chili Sauce,Food - Condiments,Calubcub Dos,Aimbo,Buzzbean,27,87,163889282-2,,Spicy chili sauce with garlic and sugar for a flavor kick.,Lajo,2025-09-13,33.44,272071223
Incense Holder,Home,Peachland,Miboo,Aimbu,78,17,814766883-X,821250617-7,Ceramic incense holder for a calming atmosphere.,Mynte,2025-06-08,16.92,084101051
Non-Stick Grill Pan,Kitchen,Tvarožná,Livefish,Kayveo,41,71,168114715-7,672199050-4,Heavy-duty grill pan for indoor grilling.,Meevee,2025-10-28,18.73,
Lentil Soup,Food - Canned Goods,,Jazzy,,90,6,368375044-8,639966490-X,"Flavorful lentil soup, perfect for a quick meal.",Centimia,,67.17,121137807
Creamy Garlic Mashed Potatoes,Food - Sides,Norsborg,,,65,80,938297398-2,949204802-7,Rich and buttery mashed potatoes with roasted garlic.,LiveZ,2025-05-02,77.51,
Sporty Cap,Clothing - Accessories,Pailiao,Jabberstorm,Topicshots,42,8,065236793-3,,Stylish cap to complete your athletic look.,Zazio,2026-01-24,38.85,065200722
Cheddar Cheese Crackers,Food - Snacks,Shuangshipu,Kwimbee,Trudeo,67,93,222417171-4,493555668-4,Crunchy crackers topped with real cheddar cheese flavor.,Zava,2025-05-25,72.18,063115521
Dried Cranberries,Food - Snacks,Kuala Bintang,Gabcube,Tazzy,76,38,,203970826-X,"Sweet and tart dried cranberries, great for salads and baking.",Photojam,2025-03-14,50.61,111907555
