Name,Manufacturer,Serial Number,Category,Purchase Cost,Purchase Date,Location,Company,Order Number,Quantity,Min Qty,Model Number,Notes,Supplier
Stuffed Grape Leaves,,538926890-3,Food - Prepared Foods,67.61,2026-01-09,,Zoomdog,3558560460637260,211,247,148711876-7,"Grape leaves stuffed with rice and herbs, ready to eat.",Eidel
Vegetable Sushi Rolls,Twimbo,678312673-0,Food - Prepared Meals,8.64,,Oliveira do Conde,Agimba,5602235612270317,137,67,556032705-0,Fresh sushi rolls filled with a variety of vegetables.,Quatz
Organic Quinoa,Eabox,274702799-6,Food - Grains,76.74,2025-10-30,Cibatuireng,Twinder,374288186163779,735,920,837209109-9,Nutritious organic quinoa for salads or sides,Edgewire
Radish Chips,Skyvu,592140127-7,Food - Snacks,89.55,2025-11-06,Changliu,Youspan,3583399998153709,348,462,054833980-5,"Crispy baked radish chips, a healthy snack alternative.",Mydo
Cauliflower Crust Pizza,Skimia,528083670-2,Food - Freezer,63.91,2025-01-28,Sulak,Topicstorm,5215152135920113,943,927,600641891-6,,Topicstorm
Cranberry Orange Juice,Jaxworks,,Food - Beverages,12.55,2025-06-10,Rio das Ostras,Dynazzy,4844615556951165,454,575,,Refreshing juice blend of cranberries and oranges.,Kaymbo
Vegetable Stir-Fry Kit,,612539784-X,Food - Produce,71.14,2025-03-23,,Skyndu,3572623923717871,76,199,888584729-3,"A mix of fresh vegetables with a savory stir-fry sauce, ready to cook.",Voonder
Vegan Taco Seasoning,Tekfly,767215672-1,Food - Spices,13.47,2025-06-03,Peuara,Rhyloo,3567077310527012,521,74,825952055-9,Spice blend for creating flavorful vegan taco filling.,Twimbo
Mobile Workbench,Quimba,336829757-0,Tools,67.39,2026-02-03,Las Parejas,Skiba,3552181774721553,250,,912335946-3,,Mydo
Cabbage Slaw Mix,Trupe,721865288-3,Food - Vegetables,75.24,2026-01-21,Plymouth,Feedfire,6709515231857580,606,192,425002526-8,Fresh cabbage and carrot slaw mix for salads.,Realmix
Scented Candle Set,Ntag,596902185-7,Home,34.61,2025-07-11,Rosice,Photobean,3584298575047582,945,81,375019110-7,Set of soothing scented candles for relaxation and ambiance.,Pixonyx
Sliced Strawberries,Shufflebeat,166296147-2,Food - Fruits,6.98,,,Pixonyx,348877894833104,373,367,625503755-X,Fresh sliced strawberries for toppings or snacking,Divape
Stainless Steel BBQ Grill Set,Twitterworks,569246336-9,Outdoor,,2025-04-01,,Zava,4041597122720,313,575,409692934-4,Essential tools for outdoor barbecues including tongs and spatula.,Quaxo
Magnetic Phone Car Mount,Demizz,,Automotive,39.3,2025-06-04,Chongxian,Oloo,30471742817403,78,814,396495342-3,Strong magnetic holder for smartphones in cars.,Livetube
Wall-Mounted Organizer,Photofeed,318807799-8,Home,43.89,,Citeluk,Linkbridge,3561451920372828,84,135,658698780-6,Practical organizer for keeping your home tidy and clutter-free.,Snaptags
Ceramic Knife Set,Dabvine,340780586-1,Kitchen,58.9,2025-04-05,Las Terrenas,Zoomdog,5100145955596680,551,169,799629809-2,Set of ceramic knives for precision slicing.,Feedmix
Laundry Detergent,,482803654-7,Food - Household,12.55,,Baiqi,Oodoo,5010128071635060,27,,105628629-6,Effective laundry detergent for a deep clean.,Voomm
Bicycle Repair Kit,,683165721-4,Outdoor,19.78,2025-03-08,Sukodono,Roodel,3530051170439265,360,851,906040291-X,Essential tools for on-the-go bike maintenance.,Nlounge
Yoga Mat,Brainlounge,252296583-2,Fitness,37.1,2026-01-05,Roissy Charles-de-Gaulle,Quire,67094138290242803,752,65,,Non-slip yoga mat for optimal grip and comfort.,Realbridge
Garlic Parmesan Roasted Nuts,,895384859-8,Food - Nuts,69.84,2025-03-06,Nueve de Julio,Photojam,3556023608064675,197,16,247243444-8,"Savory, roasted nuts seasoned with garlic and parmesan.",Chatterbridge
Stainless Steel BBQ Grill Set,Realcube,327015520-4,Outdoor,6.26,2025-10-27,Karangbaru,Feedbug,337941684993305,317,171,766106173-2,Essential tools for outdoor barbecues including tongs and spatula.,Flashspan
Hummus,Oozz,702069807-7,Food - Snacks,26.59,2025-07-13,Kiukasen,Aivee,,691,662,397309708-9,,Vipe
Mini Air Hockey Table,Kwimbee,622281390-9,Toys,39.69,2025-06-04,Rancanyenang,Jaxbean,560224483362280829,55,755,162717478-8,Fun tabletop air hockey for home or office.,Yabox
Sesame Garlic Noodles,Yabox,273032451-8,Food - Pasta,,2025-07-11,Mānānwāla,Centimia,3569831919520366,939,507,590810672-0,Delicious noodles tossed in a sesamegarlic sauce.,
Fresh Cilantro,,,Food - Produce,57.1,2025-12-19,Farriar,,30043367767062,709,324,862165255-2,"Bright and fragrant cilantro, great for garnishes.",Trudeo
Chickpea Pasta,Buzzster,254075464-3,Food - Pasta,71.37,2025-10-14,Al Ḩudaydah,Wordtune,3553655495941847,938,249,062077765-6,Healthy pasta alternative made from chickpeas,Quinu
Decorative Wall Tapestry,Jamia,606096386-2,Home,44.72,2025-07-29,,,3583173744233838,316,880,,Colorful tapestry to add charm to any room.,Skyvu
Coconut Oil Spray,Devpoint,,Food - Cooking Oils,12.96,2025-02-22,Marang,Eazzy,6375861941202318,656,660,654161869-0,,Dynazzy
Electric Air Pump,Topicshots,195596890-X,Outdoor,23.92,,Agoncillo,Centizu,346510253038880,473,,578966587-X,Fast and convenient air pump for inflating toys and furniture.,Mycat
Honey Lemon Tea,Twimm,343674214-7,Food - Beverages,54.87,2025-08-06,Chengji,Oyope,3563784488920325,85,887,180985953-0,,Roomm
Italian Marinara Sauce,Vinder,760699327-0,Food - Sauces,49.49,2025-05-25,Meïganga,Twitterbridge,346479162509706,869,758,079999087-6,"Classic marinara sauce for pasta, pizza, or dipping.",Pixonyx
Savory Breakfast Sausage,Realpoint,450035616-9,Food - Meats,96.45,2025-08-21,Boavista,Zoomzone,3539003225337946,455,960,045359748-3,"Frozen sausage patties made with herbs and spices, perfect for breakfast sandwiches.",Feedfire
Teriyaki Tofu Stir-Fry,,022662427-7,Food - Prepared Meals,35.29,2026-01-24,Rawannawi Village,,6304241466199668,711,825,416719346-9,Tofu stir-fried with fresh vegetables in teriyaki sauce.,Ailane
Sesame Noodles,Jaxnation,480610970-3,Food - Grab-and-Go,49.53,2026-02-03,Mondorf-les-Bains,Fliptune,560223248017079087,838,465,,,Thoughtworks
Warm Knit Beanie,Gevee,030510292-3,Clothing - Accessories,39.72,2025-06-29,Yancheng,Agivu,6709385842742817703,828,,878247616-0,Stay warm with this stylish knit beanie in various colors.,Trudoo
Tortilla Chips,Wikido,701661725-4,Food - Snacks,66.68,,Norrköping,Jabberbean,633371198982763444,962,134,832196849-X,"Crispy tortilla chips, perfect for dipping.",Trudeo
Motorcycle Phone Mount,Agivu,740353657-6,Automotive,80.77,2025-08-21,La Victoria,Rhynyx,5002350353746668,28,979,174859553-9,Universal mount for smartphones on motorcycles.,
Smartwatch,Twitterworks,,Wearable Tech,79.99,2025-09-04,Gialo,Flashdog,5002354545961052,697,630,575234108-6,Stylish smartwatch with fitness tracking features.,Kwimbee
Wireless Earbud Silicone Covers,,548227283-4,Accessories,27.61,2025-09-03,Demuk,Wikivu,3568466246283197,235,599,509814720-4,Soft silicone earbud covers for comfort and fit.,Youspan
Electric Griddle with Removable Plates,,588792273-7,Kitchen,78.53,2025-03-10,Cerro,Vipe,3538886784021435,513,389,980072679-9,,Gabtype
Matcha Green Tea Powder,Riffwire,666076086-5,Food - Beverages,16.94,2025-12-17,Leticia,Flashset,5210323490428852,184,397,524833704-6,High-quality matcha for making traditional tea or lattes.,Skinder
Personal Blender,,082945622-8,Kitchen,63.99,2025-06-03,Guling,Kwideo,,62,672,,Compact blender for quick smoothies and shakes.,Flashset
Digital Stopwatch Timer,Jaxbean,187357162-3,Fitness,62.1,2025-10-25,Siguinon,Quimm,3587706796396650,27,,294684293-2,Accurate stopwatch for timing events and workouts.,Blogpad
Organic Coconut Flour,Mynte,194616954-4,Food - Baking,3.14,2025-02-28,Sinarwangi,Jazzy,,736,544,127017022-8,Finely ground flour from dried coconut meat.,Bubbletube
Folding Exercise Bike,Skippad,424644666-1,Fitness,,2025-12-11,Melaka,Camimbo,3585467471412963,432,290,074279589-6,Space-saving bike for indoor workouts.,Ooba
Teriyaki Chicken Stir-Fry,Vidoo,612151113-3,Food - Frozen Foods,37.99,2025-12-04,Beitai,Zoomlounge,4844077459430930,473,433,582801476-5,"Frozen stir-fry mix with chicken, veggies, and teriyaki sauce.",
Chocolate Avocado Pudding,Innojam,598321857-3,Food - Desserts,46.67,2025-05-06,Sindangsari,Fivechat,3565667728913135,169,19,,Rich and creamy pudding made with ripe avocados and cocoa.,Yoveo
Frozen Burritos,Wikido,706699337-3,Food - Frozen Foods,47.28,2025-02-12,,Bubbletube,6709364102054381649,235,,516485589-5,Easy-to-heat frozen burritos for a quick meal.,Gevee
Legging Pants,Gabtype,222454229-1,Clothing - Activewear,52.69,2025-04-07,Warugunung,Shuffledrive,3582580526267118,95,819,779713024-8,Comfortable and stretchy legging pants perfect for workouts or daily wear.,Oyoba
Wild Rice & Quinoa Mix,Twinder,627699276-3,Food - Grains,44.63,2025-03-08,Kadusirung Hilir,Yoveo,,162,734,097807050-X,"Nutritious blend of wild rice and quinoa, perfect as a side dish.",Jayo
Peach Yogurt,Mynte,351438477-0,Food - Dairy,24.72,2025-02-19,,Yabox,3557021469639386,863,,462721881-8,Creamy peach-flavored yogurt with real fruit.,
Personalized Cutting Board,Devify,457399582-X,Kitchen,62.32,,Feitoria,Twimbo,3585284334112809,49,559,076500064-4,,Fliptune
Cold Brew Coffee Concentrate,,869405389-6,Food - Beverages,,2025-06-27,Ronneby,,3580341422907204,420,449,837934056-6,"Rich and smooth cold brew coffee concentrate, just add water or milk.",Oba
Whole Chicken,Eayo,290508401-4,Food - Meat,58.12,2026-01-06,Zhanghuban,Buzzster,374283653271361,558,234,614576071-0,"A whole free-range chicken, ready for roasting.",Trupe
Vegetarian Chili,Agimba,260638945-X,Food - Canned Goods,85.73,2025-08-07,Puerto Aisén,Camido,4175005283758936,579,418,761235755-0,"Hearty chili made with beans and vegetables, a savory meal option.",Abatz
Couscous,,271480140-4,Food - Grains,67.1,2025-08-12,Kademangan,Youbridge,6375385887793577,324,,063239273-8,"Quick-cooking couscous, great as a side or base.",Kazu
Gardening Gloves with Claws,Katz,624970084-6,Garden,94.57,2026-01-04,Inhambane,,4917699510070959,83,,886625523-8,Durable gloves with built-in claws for digging and planting.,Realblab
Vegetable Quinoa Bowl,Rooxo,466389648-0,Food - Frozen Meals,37.97,2025-04-16,Knoxville,Chatterpoint,3537107126704682,833,456,397454866-1,"A frozen meal featuring quinoa and mixed vegetables, ready to heat and eat.",
Scented Candles,Wordware,621930913-8,Home,51.96,2025-01-12,,Blognation,3577433440650265,167,341,689854361-X,Set of three aromatic candles with various scents.,Plajo
Caramelized Onion Dip,Snaptags,,Food - Dairy,30.41,2025-09-24,,Avaveo,3555088904520549,288,143,342341684-X,"Creamy dip made with caramelized onions, perfect for chips or veggies.",Linklinks
Miso Dressing,Minyx,463521108-8,Food - Dressings,73.96,2025-09-19,Verkhoshizhem’ye,Zoonder,,47,93,461368256-8,Flavorful dressing made with miso paste,DabZ
Solar Charger,Kimia,870510668-0,Electronics,93.85,2025-01-03,Wangmo,,5156890060247264,55,527,,Portable solar charger for outdoor adventures.,Plambee
Digital Photo Frame,Aibox,158784728-0,Home,97.62,2025-02-07,,Jetwire,3578683504483453,563,117,058503722-1,,Leexo
Portable Projector,,127041924-2,Electronics,57.71,2025-04-20,Kotovo,Mymm,3557221831540458,577,857,616556125-X,Compact projector for movies and presentations on the go.,Cogibox
Jennifer's Amazing Lip Balm Kit,Shuffledrive,552676409-5,Beauty,65.41,2025-01-09,Kotlas,Camido,201725950016732,524,682,149405900-2,DIY kit to make your own lip balms in various flavors.,Feednation
Ramen Noodles,Vinder,034810836-2,Food - Pasta,38.25,2026-01-03,Hartola,Photofeed,4041371064334806,797,845,197490007-X,Quick-cooking ramen for instant meals.,Youspan
Fitness Tracker with Heart Rate Monitor,Oodoo,781910541-0,Fitness,69.87,2025-01-03,Bai’e,Yodoo,5602248781325655,494,549,796357022-2,,Photolist
Grilled Vegetable Medley,Ntag,743556652-7,Food - Vegetables,4.06,2025-05-04,Nikopol’,Youopia,201509031972661,158,487,727783761-4,"A mix of grilled vegetables, ready to heat for quick side dishes.",Chatterbridge
Portable USB-C Monitor,Buzzshare,,Electronics,50.91,2025-10-17,Taraco,Kazu,3565015361959280,439,437,720659361-5,,Yotz
Italian Herb Balsamic Marinade,Browsetype,370360572-3,Food - Condiments,45.95,2025-06-05,Fukuroi,Oyonder,633110826335815786,725,97,,"A rich marinade perfect for meats and vegetables, infused with Italian herbs and balsamic vinegar.",Trupe
Bicycle Repair Kit,Devcast,039095856-5,Outdoor,62.07,2025-05-31,Sumurwaru,Dynazzy,3542767466713958,794,612,978298296-2,Essential tools for on-the-go bike maintenance.,Fanoodle
Vegetable Sushi Rolls,Dynava,625333002-0,Food - Prepared Meals,,2025-06-18,Dayton,Yozio,30250220397918,762,570,,Fresh sushi rolls filled with a variety of vegetables.,Mydeo
Chocolate Mint Thins,Browsezoom,587196459-1,Food - Snacks,,2025-08-09,Walagar,,5010126568589220,875,588,835664586-7,Mint-flavored chocolate candies for a refreshing treat.,Yamia
Cable Knit Beanie,Devbug,020149876-6,Clothing - Accessories,79.22,2025-10-29,Kostryzhivka,Wordify,201906557193070,374,909,752451862-5,A cozy cable knit beanie to keep your head warm in winter.,Livetube
Essential Oil Diffuser,Fiveclub,945961466-3,Health,42.25,2025-02-26,Baclayon,Browsebug,201507514054973,232,691,825220466-X,Ultrasonic diffuser that helps create a calming atmosphere.,Jatri
Quinoa and Kale Salad Kit,Zooxo,292922833-4,Food - Salads,65.09,2025-04-04,Lazaro Cardenas,Skinder,5519021711570696,137,217,986778004-3,"Ready-to-eat salad with quinoa and kale, drizzled with vinaigrette.",Mybuzz
Pumpkin Spice Coffee,Tekfly,566388056-9,Food - Beverages,6.91,2025-10-12,Wu’an,Tambee,3537624430083157,232,151,598065455-0,"Coffee blend infused with pumpkin spice, perfect for fall.",
Carrot and Celery Sticks,Thoughtsphere,555865083-4,Food - Produce,56.75,,San Ramon,Midel,3588924430446711,135,575,340562142-9,Fresh pre-cut carrot and celery sticks for easy snacking.,Tagchat
Cinnamon Sugar Popcorn,Meeveo,666953944-4,Food - Snacks,47.82,2025-06-27,Kaingiwa,Flipstorm,3543660660795047,855,626,877009334-2,Sweet popcorn coated in a mixture of cinnamon and sugar.,
Elegant Lace Dress,Linklinks,248865248-2,Clothing - Dresses,16.27,2025-11-02,Calango,Fivespan,5243088711310087,29,585,514581386-4,A stunning lace dress perfect for special occasions.,Thoughtblab
Honey Sesame Chicken Mix,Livepath,990453028-9,Food - Frozen Meals,90.81,2026-02-11,Whittier,Eadel,3530035236325949,610,127,176878707-7,A meal kit featuring tender chicken with honey sesame sauce.,Edgetag
Personalized Cutting Board,Fliptune,844669345-3,Kitchen,58.47,2025-03-03,Zhanping,Dabvine,5048375523625985,502,946,719631451-4,Custom cutting board made from high-quality wood.,
Ice Pack,,807726055-1,Health,,2025-06-26,Campo de la Cruz,Topicstorm,4911702331791591,561,414,,Reusable gel ice pack for injuries and cooling.,
Beef Jerky,Fliptune,634863001-3,Food - Snacks,23.25,2025-03-14,Chishui,Katz,374622346924029,365,290,016998463-X,"Savory, protein-rich beef jerky for on-the-go snacking.",Voonix
Wall Planner,Livetube,918989314-X,Office,41.15,2025-07-30,West Hartford,Roodel,3545645026057792,158,214,421934826-3,Large wall planner for organizing schedules.,Blogpad
Marinara Sauce,,832148199-X,Food - Condiments,34.46,2025-05-11,Lakeland,Fadeo,3562052748041154,47,370,,,Meemm
